SL. NO,DEPOT,DATE,EMP_ID,VEH_NO,TYPE,SER_NO,KMS,ENGS,D/N_OUT,SCHS.,LONG TYPE,ROUTE,HOURS,DOUBLE_DUTY
12621,MAHABOOBABAD,17-06-2023,652350,AP36Z0030,OR,GN03,360,16286,N,1,PALLEVELUGU,NGRM-WGL,14,1
12622,MAHABOOBABAD,21-06-2023,652350,AP36Z0030,OR,GN03,370,16748,N,1,PALLEVELUGU,NGRM-WGL,14,0
12623,MAHABOOBABAD,22-06-2023,652350,AP36Z0030,OR,GN03,360,16388,N,1,PALLEVELUGU,NGRM-WGL,14,1
12624,MAHABOOBABAD,25-06-2023,652350,AP36Z0030,OR,GN03,360,13170,N,1,PALLEVELUGU,NGRM-WGL,14,0
12625,MAHABOOBABAD,28-06-2023,652350,AP36Z0151,OR,INW1,380,16222,N,1,PALLEVELUGU,ING/WGL,14,0
12626,MAHABOOBABAD,29-06-2023,652350,AP36Z0030,OR,GN03,360,13674,N,1,PALLEVELUGU,NGRM-WGL,14,1
12627,MAHABOOBABAD,02-07-2023,652350,AP36Z0030,OR,GN03,360,14436,N,1,PALLEVELUGU,NGRM-WGL,14,0
12628,MAHABOOBABAD,04-07-2023,652350,AP36Z0030,OR,GN03,360,14114,N,1,PALLEVELUGU,NGRM-WGL,14,0
12629,MAHABOOBABAD,05-07-2023,652350,AP36Z0031,OR,INW1,380,15222,N,1,PALLEVELUGU,ING/WGL,14,1
12630,MAHABOOBABAD,07-07-2023,652350,AP36Z0174,OR,KM22,410,18732,N,1,PALLEVELUGU,MHBD-KMM,14,1
12631,MAHABOOBABAD,08-07-2023,652350,AP36Z0151,OR,INW1,380,15380,N,1,PALLEVELUGU,ING/WGL,14,1
12632,MAHABOOBABAD,10-07-2023,652350,AP36Z0030,OR,GN03,360,6550,N,1,PALLEVELUGU,NGRM-WGL,14,0
12633,MAHABOOBABAD,11-07-2023,652350,AP36Z0030,OR,GN03,360,13360,N,1,PALLEVELUGU,NGRM-WGL,14,1
12634,MAHABOOBABAD,16-07-2023,652350,AP36Z0030,OR,GN03,360,10142,N,1,PALLEVELUGU,NGRM-WGL,14,0
12635,MAHABOOBABAD,20-07-2023,652350,AP36Z0030,OR,GN03,360,11060,N,1,PALLEVELUGU,NGRM-WGL,14,0
12636,MAHABOOBABAD,23-07-2023,652350,AP36Z0030,OR,GN03,360,11330,N,1,PALLEVELUGU,NGRM-WGL,14,0
12637,MAHABOOBABAD,24-07-2023,652350,AP36Z0030,OR,GN03,360,11338,N,1,PALLEVELUGU,NGRM-WGL,14,1
12638,MAHABOOBABAD,26-07-2023,652350,AP36Z0151,OR,INW1,310,12810,N,1,PALLEVELUGU,ING/WGL,14,0
12639,MAHABOOBABAD,31-07-2023,652350,AP36Z0030,OR,GN03,360,8976,N,1,PALLEVELUGU,NGRM-WGL,14,0
12640,MAHABOOBABAD,01-08-2023,652350,AP36Z0030,OR,GN03,370,12140,N,1,PALLEVELUGU,NGRM-WGL,14,0
12641,MAHABOOBABAD,03-08-2023,652350,AP36Z0030,OR,GN03,360,9880,N,1,PALLEVELUGU,NGRM-WGL,14,0
12642,MAHABOOBABAD,04-08-2023,652350,AP36Z0151,OR,INW1,380,14314,N,1,PALLEVELUGU,ING/WGL,14,0
12643,MAHABOOBABAD,07-08-2023,652350,AP36Z0030,OR,GN03,360,11510,N,1,PALLEVELUGU,NGRM-WGL,14,0
12644,MAHABOOBABAD,09-08-2023,652350,AP36Z0151,OR,INW1,380,15438,N,1,PALLEVELUGU,ING/WGL,14,0
12645,MAHABOOBABAD,10-08-2023,652350,AP36Z0030,OR,GN03,360,11924,N,1,PALLEVELUGU,NGRM-WGL,14,1
12646,MAHABOOBABAD,12-08-2023,652350,AP36Z0151,OR,INW1,380,15598,N,1,PALLEVELUGU,ING/WGL,14,1
12647,MAHABOOBABAD,14-08-2023,652350,AP36Z0151,OR,INW1,380,12380,N,1,PALLEVELUGU,ING/WGL,14,0
12648,MAHABOOBABAD,16-08-2023,652350,AP36Z0151,OR,INW1,380,14826,N,1,PALLEVELUGU,ING/WGL,14,0
12649,MAHABOOBABAD,19-08-2023,652350,AP36Z0151,OR,GN03,370,11926,N,1,PALLEVELUGU,NGRM-WGL,14,1
12650,MAHABOOBABAD,21-08-2023,652350,AP36Z0030,OR,GN03,360,12526,N,1,PALLEVELUGU,NGRM-WGL,14,0
12651,MAHABOOBABAD,23-08-2023,652350,AP36Z0151,OR,INW1,400,13540,N,1,PALLEVELUGU,ING/WGL,14,0
12652,MAHABOOBABAD,24-08-2023,652350,AP36Z0165,OR,GN03,360,9708,N,1,PALLEVELUGU,NGRM-WGL,14,1
12653,MAHABOOBABAD,30-08-2023,652350,AP36Z0151,OR,INW1,380,18070,N,1,PALLEVELUGU,ING/WGL,14,0
12654,MAHABOOBABAD,31-08-2023,652350,AP36Z0165,OR,GN03,360,19982,N,1,PALLEVELUGU,NGRM-WGL,14,1
12655,MAHABOOBABAD,02-09-2023,652350,AP36Z0151,OR,INW1,380,22588,N,1,PALLEVELUGU,ING/WGL,14,1
12656,MAHABOOBABAD,04-09-2023,652350,AP36Z0165,OR,GN03,360,12526,N,1,PALLEVELUGU,NGRM-WGL,14,0
12657,MAHABOOBABAD,05-09-2023,652350,AP36Z0258,OR,GN03,370,13044,N,1,PALLEVELUGU,NGRM-WGL,14,1
12658,MAHABOOBABAD,07-09-2023,652350,AP36Z0151,OR,INW1,380,13444,N,1,PALLEVELUGU,ING/WGL,14,0
12659,MAHABOOBABAD,11-09-2023,652350,AP36Z0030,OR,GN03,360,18462,N,1,PALLEVELUGU,NGRM-WGL,14,0
12660,MAHABOOBABAD,12-09-2023,652350,AP36Z0165,OR,GN03,370,13260,N,1,PALLEVELUGU,NGRM-WGL,14,1
12661,MAHABOOBABAD,14-09-2023,652350,AP36Z0165,OR,GN03,360,13240,N,1,PALLEVELUGU,NGRM-WGL,14,0
12662,MAHABOOBABAD,16-09-2023,652350,AP36Z0151,OR,INW1,380,17722,N,1,PALLEVELUGU,ING/WGL,14,1
12663,MAHABOOBABAD,18-09-2023,652350,AP36Z0165,OR,GN03,360,12260,N,1,PALLEVELUGU,NGRM-WGL,14,0
12664,MAHABOOBABAD,20-09-2023,652350,AP36Z0151,OR,INW1,380,15750,N,1,PALLEVELUGU,ING/WGL,14,0
12665,MAHABOOBABAD,22-09-2023,652350,AP36Z0165,OR,GN03,350,8706,N,1,PALLEVELUGU,NGRM-WGL,14,1
12666,MAHABOOBABAD,24-09-2023,652350,TS26Z0032,OR,9031,464,20630,N,0,PALLEVELUGU,EXTRA,14,0
12667,MAHABOOBABAD,26-09-2023,652350,AP36Z0165,OR,GN03,360,13926,N,1,PALLEVELUGU,NGRM-WGL,14,0
12668,MAHABOOBABAD,28-09-2023,652350,AP36Z0165,OR,GN03,360,14682,N,1,PALLEVELUGU,NGRM-WGL,14,0
12669,MAHABOOBABAD,01-10-2023,652350,TS26Z0035,OR,9034,474,18220,N,0,PALLEVELUGU,EXTRA,14,0
12670,MAHABOOBABAD,03-10-2023,652350,TS26Z0035,OR,9032,464,24426,N,0,PALLEVELUGU,EXTRA,14,0
12671,MAHABOOBABAD,05-10-2023,652350,AP36Z0030,OR,GN03,360,15014,N,1,PALLEVELUGU,NGRM-WGL,14,0
12672,MAHABOOBABAD,09-10-2023,652350,AP36Z0030,OR,GN03,360,13452,N,1,PALLEVELUGU,NGRM-WGL,14,0
12673,MAHABOOBABAD,12-10-2023,652350,AP36Z0031,OR,GN03,360,15522,N,1,PALLEVELUGU,NGRM-WGL,14,0
12674,MAHABOOBABAD,16-10-2023,652350,AP36Z0031,OR,GN03,360,12526,N,1,PALLEVELUGU,NGRM-WGL,14,0
12675,MAHABOOBABAD,19-10-2023,652350,AP36Z0030,OR,GN03,360,16048,N,1,PALLEVELUGU,NGRM-WGL,14,0
12676,MAHABOOBABAD,23-10-2023,652350,AP36Z0165,OR,GN03,400,7762,N,1,PALLEVELUGU,NGRM-WGL,14,0
12677,MAHABOOBABAD,26-10-2023,652350,AP36Z0165,OR,GN03,360,22270,N,1,PALLEVELUGU,NGRM-WGL,14,0
12678,MAHABOOBABAD,29-10-2023,652350,AP36Z0030,OR,GN03,360,12634,N,1,PALLEVELUGU,NGRM-WGL,14,0
12679,MAHABOOBABAD,31-10-2023,652350,AP36Z0246,OR,RHY1,540,23866,N,1,PALLEVELUGU,TUNG-HYD,14,0
12680,MAHABOOBABAD,02-11-2023,652350,AP36Z0011,OR,GN03,360,14938,N,1,PALLEVELUGU,NGRM-WGL,14,0
12681,MAHABOOBABAD,06-11-2023,652350,AP36Z0030,OR,GN03,360,10550,N,1,PALLEVELUGU,NGRM-WGL,14,0
12682,MAHABOOBABAD,09-11-2023,652350,AP36Z0259,EX,JGT4,530,22254,N,1,EXPRESS,TRR/JGT,14,0
12683,MAHABOOBABAD,13-11-2023,652350,AP36Z0151,OR,INW1,380,12680,N,1,PALLEVELUGU,ING/WGL,14,0
12684,MAHABOOBABAD,16-11-2023,652350,AP36Z0165,OR,GN03,360,12418,N,1,PALLEVELUGU,NGRM-WGL,14,0
12685,MAHABOOBABAD,20-11-2023,652350,AP36Z0031,OR,GN03,360,14568,N,1,PALLEVELUGU,NGRM-WGL,14,0
12686,MAHABOOBABAD,23-11-2023,652350,AP36Z0030,OR,GN03,360,13834,N,1,PALLEVELUGU,NGRM-WGL,14,0
12687,MAHABOOBABAD,27-11-2023,652350,AP36Z0031,OR,GN03,360,9432,N,1,PALLEVELUGU,NGRM-WGL,14,0
12688,MAHABOOBABAD,30-11-2023,652350,AP36Z0031,OR,GN03,360,18452,N,1,PALLEVELUGU,NGRM-WGL,14,0
12689,MAHABOOBABAD,04-12-2023,652350,AP36Z0031,OR,GN03,360,15574,N,1,PALLEVELUGU,NGRM-WGL,14,0
12690,MAHABOOBABAD,05-12-2023,652350,AP36Z0151,OR,INW1,380,16370,N,1,PALLEVELUGU,ING/WGL,14,1
12691,MAHABOOBABAD,07-12-2023,652350,AP36Z0030,OR,GN03,360,14452,N,1,PALLEVELUGU,NGRM-WGL,14,0
12692,MAHABOOBABAD,11-12-2023,652350,AP36Z0030,OR,GN03,360,8204,N,1,PALLEVELUGU,NGRM-WGL,14,0
12693,MAHABOOBABAD,14-12-2023,652350,AP36Z0030,OR,GN03,360,7022,N,1,PALLEVELUGU,NGRM-WGL,14,0
12694,MAHABOOBABAD,16-12-2023,652350,AP36Z0151,OR,INW1,380,22436,N,1,PALLEVELUGU,ING/WGL,14,1
12695,MAHABOOBABAD,19-12-2023,652350,AP36Z0151,OR,INW1,380,20828,N,1,PALLEVELUGU,ING/WGL,14,0
12696,MAHABOOBABAD,21-12-2023,652350,AP36Z0030,OR,GN03,360,15716,N,1,PALLEVELUGU,NGRM-WGL,14,0
12697,MAHABOOBABAD,22-12-2023,652350,AP36Z0030,OR,GN03,360,15568,N,1,PALLEVELUGU,NGRM-WGL,14,0
12698,MAHABOOBABAD,24-12-2023,652350,AP36Z0031,OR,INW1,380,19244,N,1,PALLEVELUGU,ING/WGL,14,0
12699,MAHABOOBABAD,25-12-2023,652350,AP36Z0031,OR,GN03,360,18286,N,1,PALLEVELUGU,NGRM-WGL,14,1
12700,MAHABOOBABAD,28-12-2023,652350,AP36Z0031,OR,GN03,360,21388,N,1,PALLEVELUGU,NGRM-WGL,14,1
12701,MAHABOOBABAD,01-01-2024,652350,AP36Z0031,OR,GN03,360,15512,N,1,PALLEVELUGU,NGRM-WGL,14,0
12702,MAHABOOBABAD,04-01-2024,652350,AP36Z0031,OR,GN03,360,24744,N,1,PALLEVELUGU,NGRM-WGL,14,0
12703,MAHABOOBABAD,11-01-2024,652350,AP36Z0031,OR,GN03,360,17798,N,1,PALLEVELUGU,NGRM-WGL,14,0
12704,MAHABOOBABAD,12-01-2024,652350,AP03Z5028,OR,9031,445,22400,N,0,PALLEVELUGU,EXTRA,14,0
12705,MAHABOOBABAD,15-01-2024,652350,AP36Z0031,OR,GN03,360,15264,N,1,PALLEVELUGU,NGRM-WGL,14,0
12706,MAHABOOBABAD,19-01-2024,652350,AP36Z0174,OR,KM22,410,32182,N,1,PALLEVELUGU,MHBD-KMM,14,0
12707,MAHABOOBABAD,21-01-2024,652350,AP36Z0031,OR,GN03,360,15418,N,1,PALLEVELUGU,NGRM-WGL,14,0
12708,MAHABOOBABAD,22-01-2024,652350,AP36Z0031,OR,GN03,360,17036,N,1,PALLEVELUGU,NGRM-WGL,14,0
12709,MAHABOOBABAD,23-01-2024,652350,AP36Z0031,OR,GN03,360,16006,N,1,PALLEVELUGU,NGRM-WGL,14,0
12710,MAHABOOBABAD,25-01-2024,652350,AP36Z0031,OR,GN03,360,16650,N,1,PALLEVELUGU,NGRM-WGL,14,0
12711,MAHABOOBABAD,28-01-2024,652350,TS26Z0032,OR,9031,460,19286,N,0,PALLEVELUGU,EXTRA,14,0
12712,MAHABOOBABAD,29-01-2024,652350,AP36Z0031,OR,GN03,360,12592,N,1,PALLEVELUGU,NGRM-WGL,14,0
12713,MAHABOOBABAD,01-02-2024,652350,AP36Z0031,OR,GN03,360,15552,N,1,PALLEVELUGU,NGRM-WGL,14,0
12714,MAHABOOBABAD,05-02-2024,652350,AP36Z0031,OR,GN03,400,20850,N,1,PALLEVELUGU,NGRM-WGL,14,0
12715,MAHABOOBABAD,06-02-2024,652350,AP36Z0031,OR,GN03,360,17574,N,1,PALLEVELUGU,NGRM-WGL,14,0
12716,MAHABOOBABAD,08-02-2024,652350,AP36Z0031,OR,GN03,360,21584,N,1,PALLEVELUGU,NGRM-WGL,14,0
12717,MAHABOOBABAD,09-02-2024,652350,AP36Z0151,OR,INW1,380,22078,N,1,PALLEVELUGU,ING/WGL,14,0
12718,MAHABOOBABAD,12-02-2024,652350,AP36Z0031,OR,GN03,360,23162,N,1,PALLEVELUGU,NGRM-WGL,14,0
12719,MAHABOOBABAD,13-02-2024,652350,AP36Z0151,OR,INW1,380,24232,N,1,PALLEVELUGU,ING/WGL,14,0
12720,MAHABOOBABAD,15-02-2024,652350,AP36Z0031,OR,GN03,360,21180,N,1,PALLEVELUGU,NGRM-WGL,14,0
12721,MAHABOOBABAD,19-02-2024,652350,AP36Z0031,OR,GN03,300,15438,N,1,PALLEVELUGU,NGRM-WGL,14,0
12722,MAHABOOBABAD,22-02-2024,652350,AP36Z0031,OR,GN03,360,17560,N,1,PALLEVELUGU,NGRM-WGL,14,0
12723,MAHABOOBABAD,26-02-2024,652350,AP36Z0031,OR,GN03,360,20698,N,1,PALLEVELUGU,NGRM-WGL,14,0
12724,MAHABOOBABAD,28-02-2024,652350,AP36Z0151,OR,INW1,380,20656,N,1,PALLEVELUGU,ING/WGL,14,0
12725,MAHABOOBABAD,29-02-2024,652350,AP36Z0031,OR,GN03,360,16600,N,1,PALLEVELUGU,NGRM-WGL,14,0
12726,MAHABOOBABAD,04-03-2024,652350,AP36Z0031,OR,GN03,360,16498,N,1,PALLEVELUGU,NGRM-WGL,14,0
12727,MAHABOOBABAD,05-03-2024,652350,AP36Z0258,OR,INW1,380,23610,N,1,PALLEVELUGU,ING/WGL,14,1
12728,MAHABOOBABAD,07-03-2024,652350,AP36Z0031,OR,GN03,360,19754,N,1,PALLEVELUGU,NGRM-WGL,14,0
12729,MAHABOOBABAD,09-03-2024,652350,AP36Z0151,OR,INW1,320,15760,N,1,PALLEVELUGU,ING/WGL,14,1
12730,MAHABOOBABAD,11-03-2024,652350,AP36Z0031,OR,GN03,360,15944,N,1,PALLEVELUGU,NGRM-WGL,14,0
12731,MAHABOOBABAD,14-03-2024,652350,AP36Z0031,OR,GN03,360,20506,N,1,PALLEVELUGU,NGRM-WGL,14,0
12732,MAHABOOBABAD,15-03-2024,652350,AP36Z0151,OR,INW1,380,25132,N,1,PALLEVELUGU,ING/WGL,14,0
12733,MAHABOOBABAD,18-03-2024,652350,AP36Z0031,OR,GN03,360,18180,N,1,PALLEVELUGU,NGRM-WGL,14,0
12734,MAHABOOBABAD,21-03-2024,652350,AP36Z0031,OR,GN03,360,16418,N,1,PALLEVELUGU,NGRM-WGL,14,0
12735,MAHABOOBABAD,23-03-2024,652350,AP36Z0031,OR,GN03,370,17910,N,1,PALLEVELUGU,NGRM-WGL,14,1
12736,MAHABOOBABAD,25-03-2024,652350,AP36Z0151,OR,INW1,380,14626,N,1,PALLEVELUGU,ING/WGL,14,0
12737,MAHABOOBABAD,28-03-2024,652350,AP36Z0031,OR,GN03,360,24616,N,1,PALLEVELUGU,NGRM-WGL,14,0
12738,MAHABOOBABAD,30-03-2024,652350,AP36Z0031,OR,GN03,360,15962,N,1,PALLEVELUGU,NGRM-WGL,14,1
12739,MAHABOOBABAD,25-11-2023,652355,AP36Z0258,OR,9023,240,34870,N,0,PALLEVELUGU,EXTRA,14,0
12740,MAHABOOBABAD,29-08-2023,652357,AP36Z0165,OR,GN03,360,12468,N,1,PALLEVELUGU,NGRM-WGL,14,0
12741,MAHABOOBABAD,17-12-2023,652357,AP36Z0174,OR,KM22,300,12500,N,1,PALLEVELUGU,MHBD-KMM,14,0
12742,MAHABOOBABAD,07-03-2024,652357,AP36Z0174,OR,KM22,400,20250,N,1,PALLEVELUGU,MHBD-KMM,14,0
12743,MAHABOOBABAD,01-07-2023,652377,AP36Z0151,OR,INW1,380,16602,N,1,PALLEVELUGU,ING/WGL,14,0
12744,MAHABOOBABAD,28-03-2024,652377,AP36Z0174,OR,KM22,400,26318,N,1,PALLEVELUGU,MHBD-KMM,14,0
12745,MAHABOOBABAD,31-12-2023,652425,TS26Z0032,OR,9031,540,29608,N,0,PALLEVELUGU,EXTRA,14,0
12746,MAHABOOBABAD,13-01-2024,652429,AP36Z0011,OR,9020,522,27074,N,0,PALLEVELUGU,EXTRA,14,0
12747,MAHABOOBABAD,16-01-2024,652429,AP29Z2370,OR,9020,546,31248,N,0,PALLEVELUGU,EXTRA,14,0
12748,MAHABOOBABAD,15-02-2024,652432,AP36Z0190,OR,9505,480,39066,N,0,PALLEVELUGU,HIRE SPL,14,0
12749,MAHABOOBABAD,13-01-2024,652811,AP36Z0140,OR,9021,350,11900,N,0,PALLEVELUGU,EXTRA,14,0
12750,MAHABOOBABAD,26-02-2024,652811,AP36Z0174,OR,KM22,400,17702,N,1,PALLEVELUGU,MHBD-KMM,14,0
12751,MAHABOOBABAD,07-04-2023,652818,AP36Z0174,OR,KM22,420,15314,N,1,PALLEVELUGU,MHBD-KMM,14,0
12752,MAHABOOBABAD,14-04-2023,652818,AP36Z0174,OR,KM22,420,10554,N,1,PALLEVELUGU,MHBD-KMM,14,0
12753,MAHABOOBABAD,21-04-2023,652818,AP36Z0174,OR,KM22,420,15194,N,1,PALLEVELUGU,MHBD-KMM,14,0
12754,MAHABOOBABAD,05-05-2023,652818,AP36Z0174,OR,KM22,420,14928,N,1,PALLEVELUGU,MHBD-KMM,14,0
12755,MAHABOOBABAD,12-05-2023,652818,AP36Z0174,OR,KM22,420,13752,N,1,PALLEVELUGU,MHBD-KMM,14,0
12756,MAHABOOBABAD,19-05-2023,652818,AP36Z0174,OR,KM22,400,11728,N,1,PALLEVELUGU,MHBD-KMM,14,0
12757,MAHABOOBABAD,02-06-2023,652818,AP36Z0174,OR,KM22,376,16720,N,1,PALLEVELUGU,MHBD-KMM,14,0
12758,MAHABOOBABAD,23-06-2023,652818,AP36Z0174,OR,KM22,410,15716,N,1,PALLEVELUGU,MHBD-KMM,14,0
12759,MAHABOOBABAD,30-06-2023,652818,AP36Z0174,OR,KM22,400,10290,N,1,PALLEVELUGU,MHBD-KMM,14,0
12760,MAHABOOBABAD,04-08-2023,652818,AP36Z0174,OR,KM22,410,15610,N,1,PALLEVELUGU,MHBD-KMM,14,0
12761,MAHABOOBABAD,25-08-2023,652818,AP36Z0174,OR,KM22,410,12548,N,1,PALLEVELUGU,MHBD-KMM,14,0
12762,MAHABOOBABAD,08-09-2023,652818,AP36Z0174,OR,KM22,410,17144,N,1,PALLEVELUGU,MHBD-KMM,14,0
12763,MAHABOOBABAD,15-09-2023,652818,AP36Z0174,OR,KM22,410,13558,N,1,PALLEVELUGU,MHBD-KMM,14,0
12764,MAHABOOBABAD,22-09-2023,652818,AP36Z0174,OR,KM22,410,10898,N,1,PALLEVELUGU,MHBD-KMM,14,0
12765,MAHABOOBABAD,29-09-2023,652818,AP36Z0174,OR,KM22,410,12648,N,1,PALLEVELUGU,MHBD-KMM,14,0
12766,MAHABOOBABAD,06-10-2023,652818,AP36Z0031,OR,KM22,410,13356,N,1,PALLEVELUGU,MHBD-KMM,14,0
12767,MAHABOOBABAD,20-10-2023,652818,AP36Z0030,OR,KM22,410,13812,N,1,PALLEVELUGU,MHBD-KMM,14,0
12768,MAHABOOBABAD,27-10-2023,652818,AP36Z0174,OR,KM22,300,15324,N,1,PALLEVELUGU,MHBD-KMM,14,0
12769,MAHABOOBABAD,03-11-2023,652818,AP36Z0174,OR,KM22,400,12984,N,1,PALLEVELUGU,MHBD-KMM,14,0
12770,MAHABOOBABAD,10-11-2023,652818,AP36Z0174,OR,KM22,410,16172,N,1,PALLEVELUGU,MHBD-KMM,14,0
12771,MAHABOOBABAD,17-11-2023,652818,AP36Z0174,OR,KM22,410,13818,N,1,PALLEVELUGU,MHBD-KMM,14,0
12772,MAHABOOBABAD,24-11-2023,652818,AP36Z0174,OR,KM22,410,15698,N,1,PALLEVELUGU,MHBD-KMM,14,0
12773,MAHABOOBABAD,01-12-2023,652818,AP36Z0174,OR,KM22,400,18882,N,1,PALLEVELUGU,MHBD-KMM,14,0
12774,MAHABOOBABAD,07-12-2023,652818,AP36Z0143,OR,9020,250,34772,N,0,PALLEVELUGU,EXTRA,14,0
12775,MAHABOOBABAD,15-12-2023,652818,AP36Z0174,OR,KM22,410,10068,N,1,PALLEVELUGU,MHBD-KMM,14,0
12776,MAHABOOBABAD,29-12-2023,652818,AP36Z0174,OR,KM22,410,24810,N,1,PALLEVELUGU,MHBD-KMM,14,0
12777,MAHABOOBABAD,05-01-2024,652818,AP36Z0174,OR,KM22,410,22652,N,1,PALLEVELUGU,MHBD-KMM,14,0
12778,MAHABOOBABAD,26-01-2024,652818,AP36Z0174,OR,KM22,400,21844,N,1,PALLEVELUGU,MHBD-KMM,14,0
12779,MAHABOOBABAD,02-02-2024,652818,AP36Z0174,OR,KM22,410,15878,N,1,PALLEVELUGU,MHBD-KMM,14,0
12780,MAHABOOBABAD,09-02-2024,652818,AP36Z0174,OR,KM22,410,22350,N,1,PALLEVELUGU,MHBD-KMM,14,0
12781,MAHABOOBABAD,16-02-2024,652818,AP36Z0174,OR,KM22,410,19812,N,1,PALLEVELUGU,MHBD-KMM,14,0
12782,MAHABOOBABAD,23-02-2024,652818,AP36Z0174,OR,KM22,410,15274,N,1,PALLEVELUGU,MHBD-KMM,14,0
12783,MAHABOOBABAD,01-03-2024,652818,AP36Z0174,OR,KM22,410,24820,N,1,PALLEVELUGU,MHBD-KMM,14,0
12784,MAHABOOBABAD,08-03-2024,652818,AP36Z0174,OR,KM22,410,21964,N,1,PALLEVELUGU,MHBD-KMM,14,0
12785,MAHABOOBABAD,15-03-2024,652818,AP36Z0174,OR,KM22,410,25264,N,1,PALLEVELUGU,MHBD-KMM,14,0
12786,MAHABOOBABAD,29-03-2024,652818,AP36Z0174,OR,KM22,410,25400,N,1,PALLEVELUGU,MHBD-KMM,14,0
12787,MAHABOOBABAD,19-06-2023,652870,AP36Z0194,OR,9016,436,15376,N,1,PALLEVELUGU,EXTRA,14,0
12788,MAHABOOBABAD,03-04-2023,652878,TS26Z0035,OR,JGT4,535,20892,N,1,PALLEVELUGU,TRR/JGT,14,0
12789,MAHABOOBABAD,10-04-2023,652878,TS26Z0035,OR,JGT4,535,23122,N,1,PALLEVELUGU,TRR/JGT,14,0
12790,MAHABOOBABAD,17-04-2023,652878,TS26Z0035,OR,JGT4,535,22206,N,1,PALLEVELUGU,TRR/JGT,14,0
12791,MAHABOOBABAD,24-04-2023,652878,TS26Z0032,OR,JGT4,535,25538,N,1,PALLEVELUGU,TRR/JGT,14,0
12792,MAHABOOBABAD,08-05-2023,652878,TS26Z0035,OR,JGT4,535,18486,N,1,PALLEVELUGU,TRR/JGT,14,0
12793,MAHABOOBABAD,22-05-2023,652878,TS26Z0035,EX,JGT4,535,24944,N,1,EXPRESS,TRR/JGT,14,0
12794,MAHABOOBABAD,12-06-2023,652878,AP36Z0259,EX,JGT4,535,31876,N,1,EXPRESS,TRR/JGT,14,0
12795,MAHABOOBABAD,19-06-2023,652878,TS26Z0035,EX,JGT4,535,21756,N,1,EXPRESS,TRR/JGT,14,0
12796,MAHABOOBABAD,03-07-2023,652878,AP36Z0259,EX,JGT4,535,24656,N,1,EXPRESS,TRR/JGT,14,0
12797,MAHABOOBABAD,10-07-2023,652878,AP36Z0259,EX,JGT4,535,21230,N,1,EXPRESS,TRR/JGT,14,0
12798,MAHABOOBABAD,23-07-2023,652878,TS26Z0032,OR,9031,464,12892,N,0,PALLEVELUGU,EXTRA,14,0
12799,MAHABOOBABAD,31-07-2023,652878,AP36Z0259,EX,JGT4,535,25490,N,1,EXPRESS,TRR/JGT,14,0
12800,MAHABOOBABAD,14-08-2023,652878,AP36Z0194,EX,JGT4,535,19320,N,1,EXPRESS,TRR/JGT,14,0
12801,MAHABOOBABAD,21-08-2023,652878,AP36Z0246,EX,JGT4,504,18598,N,1,EXPRESS,TRR/JGT,14,0
12802,MAHABOOBABAD,02-10-2023,652878,AP36Z0259,EX,JGT4,530,19034,N,1,EXPRESS,TRR/JGT,14,0
12803,MAHABOOBABAD,16-10-2023,652878,AP36Z0259,EX,JGT4,530,22936,N,1,EXPRESS,TRR/JGT,14,0
12804,MAHABOOBABAD,23-10-2023,652878,AP36Z0174,EX,JGT4,530,21124,N,1,EXPRESS,TRR/JGT,14,0
12805,MAHABOOBABAD,30-10-2023,652878,AP36Z0259,EX,JGT4,530,21360,N,1,EXPRESS,TRR/JGT,14,0
12806,MAHABOOBABAD,06-11-2023,652878,AP36Z0259,EX,JGT4,530,15836,N,1,EXPRESS,TRR/JGT,14,0
12807,MAHABOOBABAD,25-11-2023,652878,AP36Z0011,OR,9024,260,34870,N,0,PALLEVELUGU,EXTRA,14,0
12808,MAHABOOBABAD,27-11-2023,652878,AP36Z0259,EX,JGT4,530,17470,N,1,EXPRESS,TRR/JGT,14,0
12809,MAHABOOBABAD,04-12-2023,652878,AP36Z0259,EX,JGT4,530,27314,N,1,EXPRESS,TRR/JGT,14,0
12810,MAHABOOBABAD,08-12-2023,652878,AP36Z0259,EX,JGT4,530,23414,N,1,EXPRESS,TRR/JGT,14,0
12811,MAHABOOBABAD,11-12-2023,652878,AP36Z0259,EX,JGT4,530,14508,N,1,EXPRESS,TRR/JGT,14,0
12812,MAHABOOBABAD,25-12-2023,652878,AP36Z0259,EX,JGT4,530,27834,N,1,EXPRESS,TRR/JGT,14,0
12813,MAHABOOBABAD,05-02-2024,652878,AP36Z0259,EX,JGT4,476,26116,N,1,EXPRESS,TRR/JGT,14,0
12814,MAHABOOBABAD,12-02-2024,652878,AP36Z0259,EX,JGT4,456,23734,N,1,EXPRESS,TRR/JGT,14,0
12815,MAHABOOBABAD,04-03-2024,652878,AP36Z0259,EX,JGT4,398,20956,N,1,EXPRESS,TRR/JGT,14,0
12816,MAHABOOBABAD,11-03-2024,652878,AP36Z0190,EX,JGT4,456,18846,N,1,EXPRESS,TRR/JGT,14,0
12817,MAHABOOBABAD,08-12-2023,652880,AP36Z0174,OR,KM22,310,10964,N,1,PALLEVELUGU,MHBD-KMM,14,1
12818,MAHABOOBABAD,05-03-2024,652880,AP36Z0194,EX,9522,500,40529,N,0,EXPRESS,EXTRA,14,0
